,event_id,load_id,trip_id,event_type,facility_id,scheduled_datetime,actual_datetime,detention_minutes,on_time_flag,location_city,location_state
125483,EVT00125484,LOAD00062742,TRIP00062742,Delivery,FAC00007,2026-03-19 10:49:17.498062,2026-03-19 09:45:06.974794,97.0,True,Portland,OR
125484,EVT00125485,LOAD00062743,TRIP00062743,Pickup,FAC00003,2026-03-17 14:00:00.000000,2026-03-17 16:20:42.548859,83.0,False,Seattle,WA
125485,EVT00125486,LOAD00062743,TRIP00062743,Delivery,FAC00004,2026-03-19 05:08:42.548859,2026-03-19 02:10:52.535842,75.0,False,Houston,TX
125486,EVT00125487,LOAD00062744,TRIP00062744,Pickup,FAC00017,2026-03-17 18:00:00.000000,2026-03-17 17:43:35.696949,64.0,True,Seattle,WA
125487,EVT00125488,LOAD00062744,TRIP00062744,Delivery,FAC00033,2026-03-19 12:01:35.696949,2026-03-19 16:26:44.439926,137.0,False,Houston,TX
125488,EVT00125489,LOAD00062745,TRIP00062745,Pickup,FAC00034,2026-03-17 13:00:00.000000,2026-03-17 13:58:56.174788,63.0,True,Seattle,WA
125489,EVT00125490,LOAD00062745,TRIP00062745,Delivery,FAC00005,2026-03-19 16:34:56.174788,2026-03-19 14:36:27.436559,0.0,True,Charlotte,NC
125490,EVT00125491,LOAD00062746,TRIP00062746,Pickup,FAC00002,2026-03-17 07:00:00.000000,2026-03-17 07:38:26.459964,38.0,True,Phoenix,AZ
125491,EVT00125492,LOAD00062746,TRIP00062746,Delivery,FAC00017,2026-03-18 02:44:26.459964,2026-03-18 02:08:52.562678,0.0,True,Kansas City,MO
125492,EVT00125493,LOAD00062747,TRIP00062747,Pickup,FAC00035,2026-03-17 16:00:00.000000,2026-03-17 18:57:00.269132,178.0,False,Kansas City,MO
125493,EVT00125494,LOAD00062747,TRIP00062747,Delivery,FAC00015,2026-03-18 05:39:00.269132,2026-03-18 05:05:09.995856,154.0,True,Indianapolis,IN
125494,EVT00125495,LOAD00062748,TRIP00062748,Pickup,FAC00023,2026-03-17 14:00:00.000000,2026-03-17 13:08:36.972509,178.0,True,Charlotte,NC
125495,EVT00125496,LOAD00062748,TRIP00062748,Delivery,FAC00040,2026-03-18 15:02:36.972509,2026-03-18 13:13:18.161235,79.0,True,Denver,CO
125496,EVT00125497,LOAD00062749,TRIP00062749,Pickup,FAC00050,2026-03-17 08:00:00.000000,2026-03-17 11:05:27.638504,176.0,False,Charlotte,NC
125497,EVT00125498,LOAD00062749,TRIP00062749,Delivery,FAC00039,2026-03-19 06:23:27.638504,2026-03-19 12:07:14.122003,129.0,False,Seattle,WA
125498,EVT00125499,LOAD00062750,TRIP00062750,Pickup,FAC00048,2026-03-17 09:00:00.000000,2026-03-17 11:45:06.485804,0.0,False,Las Vegas,NV
125499,EVT00125500,LOAD00062750,TRIP00062750,Delivery,FAC00001,2026-03-18 10:27:06.485804,2026-03-18 15:11:37.829373,79.0,False,Dallas,TX
125500,EVT00125501,LOAD00062751,TRIP00062751,Pickup,FAC00005,2026-03-17 11:00:00.000000,2026-03-17 09:15:29.569394,123.0,True,Chicago,IL
125501,EVT00125502,LOAD00062751,TRIP00062751,Delivery,FAC00005,2026-03-18 17:03:29.569394,2026-03-18 20:45:40.793688,165.0,False,Las Vegas,NV
125502,EVT00125503,LOAD00062752,TRIP00062752,Pickup,FAC00022,2026-03-17 18:00:00.000000,2026-03-17 20:59:03.301617,84.0,False,Houston,TX
125503,EVT00125504,LOAD00062752,TRIP00062752,Delivery,FAC00009,2026-03-19 17:05:03.301617,2026-03-19 21:53:26.455770,168.0,False,Portland,OR
125504,EVT00125505,LOAD00062753,TRIP00062753,Pickup,FAC00042,2026-03-17 14:00:00.000000,2026-03-17 17:19:24.912384,176.0,False,Houston,TX
125505,EVT00125506,LOAD00062753,TRIP00062753,Delivery,FAC00036,2026-03-19 07:49:24.912384,2026-03-19 10:06:03.053195,63.0,False,Portland,OR
125506,EVT00125507,LOAD00062754,TRIP00062754,Pickup,FAC00036,2026-03-17 18:00:00.000000,2026-03-17 19:57:41.097408,143.0,True,Las Vegas,NV
125507,EVT00125508,LOAD00062754,TRIP00062754,Delivery,FAC00020,2026-03-19 15:45:41.097408,2026-03-19 21:19:53.161732,193.0,False,New York,NY
125508,EVT00125509,LOAD00062755,TRIP00062755,Pickup,FAC00041,2026-03-17 07:00:00.000000,2026-03-17 06:44:25.102667,49.0,True,Philadelphia,PA
125509,EVT00125510,LOAD00062755,TRIP00062755,Delivery,FAC00039,2026-03-18 00:38:25.102667,2026-03-17 21:58:51.088094,18.0,False,Minneapolis,MN
125510,EVT00125511,LOAD00062756,TRIP00062756,Pickup,FAC00037,2026-03-17 12:00:00.000000,2026-03-17 13:51:46.000047,97.0,True,Columbus,OH
125511,EVT00125512,LOAD00062756,TRIP00062756,Delivery,FAC00043,2026-03-18 01:45:46.000047,2026-03-17 22:53:10.695126,135.0,False,Kansas City,MO
125512,EVT00125513,LOAD00062757,TRIP00062757,Pickup,FAC00013,2026-03-17 07:00:00.000000,2026-03-17 09:32:19.403874,23.0,False,Las Vegas,NV
125513,EVT00125514,LOAD00062757,TRIP00062757,Delivery,FAC00042,2026-03-18 10:14:19.403874,2026-03-18 11:59:52.119979,182.0,True,Kansas City,MO
125514,EVT00125515,LOAD00062758,TRIP00062758,Pickup,FAC00041,2026-03-17 12:00:00.000000,2026-03-17 15:00:23.099406,64.0,False,Columbus,OH
125515,EVT00125516,LOAD00062758,TRIP00062758,Delivery,FAC00039,2026-03-19 07:42:23.099406,2026-03-19 08:05:10.477941,30.0,True,Los Angeles,CA
125516,EVT00125517,LOAD00062759,TRIP00062759,Pickup,FAC00030,2026-03-17 11:00:00.000000,2026-03-17 14:35:10.293187,113.0,False,Phoenix,AZ
125517,EVT00125518,LOAD00062759,TRIP00062759,Delivery,FAC00022,2026-03-18 02:41:10.293187,2026-03-18 01:00:36.893601,48.0,True,Denver,CO
125518,EVT00125519,LOAD00062760,TRIP00062760,Pickup,FAC00017,2026-03-17 14:00:00.000000,2026-03-17 14:26:46.102671,7.0,True,Kansas City,MO
125519,EVT00125520,LOAD00062760,TRIP00062760,Delivery,FAC00029,2026-03-18 05:20:46.102671,2026-03-18 11:02:52.888199,151.0,False,Atlanta,GA
125520,EVT00125521,LOAD00062761,TRIP00062761,Pickup,FAC00006,2026-03-17 15:00:00.000000,2026-03-17 15:59:32.951507,81.0,True,Columbus,OH
125521,EVT00125522,LOAD00062761,TRIP00062761,Delivery,FAC00036,2026-03-19 06:05:32.951507,2026-03-19 09:46:30.578458,19.0,False,Portland,OR
125522,EVT00125523,LOAD00062762,TRIP00062762,Pickup,FAC00038,2026-03-17 10:00:00.000000,2026-03-17 12:36:00.307805,73.0,False,Chicago,IL
125523,EVT00125524,LOAD00062762,TRIP00062762,Delivery,FAC00033,2026-03-18 00:42:00.307805,2026-03-18 00:47:41.714624,200.0,True,Charlotte,NC
125524,EVT00125525,LOAD00062763,TRIP00062763,Pickup,FAC00028,2026-03-17 06:00:00.000000,2026-03-17 04:08:50.812148,30.0,True,Las Vegas,NV
125525,EVT00125526,LOAD00062763,TRIP00062763,Delivery,FAC00036,2026-03-17 08:44:50.812148,2026-03-17 07:59:41.913060,49.0,True,Los Angeles,CA
125526,EVT00125527,LOAD00062764,TRIP00062764,Pickup,FAC00026,2026-03-17 09:00:00.000000,2026-03-17 10:52:22.391153,38.0,True,Houston,TX
125527,EVT00125528,LOAD00062764,TRIP00062764,Delivery,FAC00023,2026-03-19 00:52:22.391153,2026-03-19 02:03:35.929441,174.0,True,Portland,OR
125528,EVT00125529,LOAD00062765,TRIP00062765,Pickup,FAC00019,2026-03-17 13:00:00.000000,2026-03-17 15:51:41.880155,80.0,False,Columbus,OH
125529,EVT00125530,LOAD00062765,TRIP00062765,Delivery,FAC00046,2026-03-18 04:51:41.880155,2026-03-18 03:27:21.459086,24.0,True,Kansas City,MO
125530,EVT00125531,LOAD00062766,TRIP00062766,Pickup,FAC00014,2026-03-17 13:00:00.000000,2026-03-17 12:05:59.026977,68.0,True,Houston,TX
125531,EVT00125532,LOAD00062766,TRIP00062766,Delivery,FAC00035,2026-03-17 21:53:59.026977,2026-03-18 03:33:50.508375,143.0,False,Memphis,TN
125532,EVT00125533,LOAD00062767,TRIP00062767,Pickup,FAC00020,2026-03-17 15:00:00.000000,2026-03-17 14:13:43.162974,94.0,True,Atlanta,GA
125533,EVT00125534,LOAD00062767,TRIP00062767,Delivery,FAC00014,2026-03-18 02:19:43.162974,2026-03-18 04:27:43.872052,209.0,False,Chicago,IL
125534,EVT00125535,LOAD00062768,TRIP00062768,Pickup,FAC00041,2026-03-17 15:00:00.000000,2026-03-17 14:32:49.837689,168.0,True,Chicago,IL
125535,EVT00125536,LOAD00062768,TRIP00062768,Delivery,FAC00027,2026-03-18 03:32:49.837689,2026-03-18 02:13:51.811571,0.0,True,Charlotte,NC
125536,EVT00125537,LOAD00062769,TRIP00062769,Pickup,FAC00046,2026-03-17 08:00:00.000000,2026-03-17 09:47:02.915739,76.0,True,Kansas City,MO
125537,EVT00125538,LOAD00062769,TRIP00062769,Delivery,FAC00038,2026-03-18 02:41:02.915739,2026-03-18 01:23:42.323221,215.0,True,Charlotte,NC
125538,EVT00125539,LOAD00062770,TRIP00062770,Pickup,FAC00005,2026-03-17 14:00:00.000000,2026-03-17 13:26:20.190746,142.0,True,Columbus,OH
125539,EVT00125540,LOAD00062770,TRIP00062770,Delivery,FAC00043,2026-03-19 06:08:20.190746,2026-03-19 08:05:16.822539,23.0,True,Los Angeles,CA
125540,EVT00125541,LOAD00062771,TRIP00062771,Pickup,FAC00044,2026-03-17 06:00:00.000000,2026-03-17 07:37:33.452035,0.0,True,Charlotte,NC
125541,EVT00125542,LOAD00062771,TRIP00062771,Delivery,FAC00032,2026-03-19 07:37:33.452035,2026-03-19 07:39:34.448639,67.0,True,Portland,OR
125542,EVT00125543,LOAD00062772,TRIP00062772,Pickup,FAC00001,2026-03-17 06:00:00.000000,2026-03-17 09:40:47.556263,63.0,False,Chicago,IL
125543,EVT00125544,LOAD00062772,TRIP00062772,Delivery,FAC00021,2026-03-18 17:34:47.556263,2026-03-18 22:45:16.679446,38.0,False,Los Angeles,CA
125544,EVT00125545,LOAD00062773,TRIP00062773,Pickup,FAC00009,2026-03-17 13:00:00.000000,2026-03-17 11:45:35.702958,21.0,True,Columbus,OH
125545,EVT00125546,LOAD00062773,TRIP00062773,Delivery,FAC00040,2026-03-18 02:15:35.702958,2026-03-18 00:28:48.994212,83.0,True,Kansas City,MO
125546,EVT00125547,LOAD00062774,TRIP00062774,Pickup,FAC00005,2026-03-17 07:00:00.000000,2026-03-17 10:02:01.433790,112.0,False,Dallas,TX
125547,EVT00125548,LOAD00062774,TRIP00062774,Delivery,FAC00004,2026-03-18 17:02:01.433790,2026-03-18 21:24:51.972854,166.0,False,New York,NY
125548,EVT00125549,LOAD00062775,TRIP00062775,Pickup,FAC00040,2026-03-17 09:00:00.000000,2026-03-17 12:43:29.776702,56.0,False,Atlanta,GA
125549,EVT00125550,LOAD00062775,TRIP00062775,Delivery,FAC00036,2026-03-18 03:07:29.776702,2026-03-18 08:51:08.001017,105.0,False,Miami,FL
125550,EVT00125551,LOAD00062776,TRIP00062776,Pickup,FAC00014,2026-03-17 09:00:00.000000,2026-03-17 09:54:14.067059,60.0,True,Miami,FL
125551,EVT00125552,LOAD00062776,TRIP00062776,Delivery,FAC00049,2026-03-18 06:30:14.067059,2026-03-18 04:56:42.449650,156.0,True,Dallas,TX
125552,EVT00125553,LOAD00062777,TRIP00062777,Pickup,FAC00049,2026-03-18 13:00:00.000000,2026-03-18 15:45:56.254225,99.0,False,Houston,TX
125553,EVT00125554,LOAD00062777,TRIP00062777,Delivery,FAC00044,2026-03-20 12:51:56.254225,2026-03-20 13:38:28.887555,89.0,True,Seattle,WA
125554,EVT00125555,LOAD00062778,TRIP00062778,Pickup,FAC00001,2026-03-18 16:00:00.000000,2026-03-18 15:49:25.947470,127.0,True,Miami,FL
125555,EVT00125556,LOAD00062778,TRIP00062778,Delivery,FAC00040,2026-03-20 04:07:25.947470,2026-03-20 03:50:30.682997,5.0,True,Denver,CO
125556,EVT00125557,LOAD00062779,TRIP00062779,Pickup,FAC00005,2026-03-18 17:00:00.000000,2026-03-18 16:52:22.949598,0.0,True,Miami,FL
125557,EVT00125558,LOAD00062779,TRIP00062779,Delivery,FAC00049,2026-03-20 06:16:22.949598,2026-03-20 05:44:54.418684,0.0,True,Denver,CO
125558,EVT00125559,LOAD00062780,TRIP00062780,Pickup,FAC00017,2026-03-18 09:00:00.000000,2026-03-18 12:30:09.219259,72.0,False,Columbus,OH
125559,EVT00125560,LOAD00062780,TRIP00062780,Delivery,FAC00035,2026-03-18 23:30:09.219259,2026-03-19 02:08:05.693998,235.0,False,Kansas City,MO
125560,EVT00125561,LOAD00062781,TRIP00062781,Pickup,FAC00039,2026-03-18 14:00:00.000000,2026-03-18 15:01:32.404619,14.0,True,Columbus,OH
125561,EVT00125562,LOAD00062781,TRIP00062781,Delivery,FAC00019,2026-03-18 22:55:32.404619,2026-03-18 23:49:35.468403,89.0,True,Philadelphia,PA
125562,EVT00125563,LOAD00062782,TRIP00062782,Pickup,FAC00017,2026-03-18 13:00:00.000000,2026-03-18 12:23:06.635148,49.0,True,Columbus,OH
125563,EVT00125564,LOAD00062782,TRIP00062782,Delivery,FAC00040,2026-03-19 02:53:06.635148,2026-03-19 06:35:27.459367,38.0,False,Minneapolis,MN
125564,EVT00125565,LOAD00062783,TRIP00062783,Pickup,FAC00046,2026-03-18 14:00:00.000000,2026-03-18 13:40:53.188975,54.0,True,Columbus,OH
125565,EVT00125566,LOAD00062783,TRIP00062783,Delivery,FAC00016,2026-03-18 21:28:53.188975,2026-03-18 23:58:12.392954,32.0,False,Philadelphia,PA
125566,EVT00125567,LOAD00062784,TRIP00062784,Pickup,FAC00033,2026-03-18 15:00:00.000000,2026-03-18 15:06:07.412552,75.0,True,Denver,CO
125567,EVT00125568,LOAD00062784,TRIP00062784,Delivery,FAC00013,2026-03-19 01:12:07.412552,2026-03-19 02:03:05.053863,168.0,True,Kansas City,MO
125568,EVT00125569,LOAD00062785,TRIP00062785,Pickup,FAC00030,2026-03-18 13:00:00.000000,2026-03-18 11:39:19.975022,179.0,True,Portland,OR
125569,EVT00125570,LOAD00062785,TRIP00062785,Delivery,FAC00003,2026-03-18 14:45:19.975022,2026-03-18 18:50:02.875393,224.0,False,Seattle,WA
125570,EVT00125571,LOAD00062786,TRIP00062786,Pickup,FAC00031,2026-03-18 16:00:00.000000,2026-03-18 17:46:58.228353,159.0,True,Phoenix,AZ
125571,EVT00125572,LOAD00062786,TRIP00062786,Delivery,FAC00001,2026-03-19 06:40:58.228353,2026-03-19 07:35:26.691319,121.0,True,Denver,CO
125572,EVT00125573,LOAD00062787,TRIP00062787,Pickup,FAC00003,2026-03-18 18:00:00.000000,2026-03-18 16:42:37.453155,40.0,True,Charlotte,NC
125573,EVT00125574,LOAD00062787,TRIP00062787,Delivery,FAC00034,2026-03-19 04:12:37.453155,2026-03-19 07:37:26.273137,163.0,False,Memphis,TN
125574,EVT00125575,LOAD00062788,TRIP00062788,Pickup,FAC00040,2026-03-18 06:00:00.000000,2026-03-18 09:28:09.474240,126.0,False,Miami,FL
125575,EVT00125576,LOAD00062788,TRIP00062788,Delivery,FAC00031,2026-03-19 10:28:09.474240,2026-03-19 14:35:03.628029,189.0,False,Dallas,TX
125576,EVT00125577,LOAD00062789,TRIP00062789,Pickup,FAC00036,2026-03-18 10:00:00.000000,2026-03-18 13:13:49.442592,0.0,False,Memphis,TN
125577,EVT00125578,LOAD00062789,TRIP00062789,Delivery,FAC00032,2026-03-19 17:07:49.442592,2026-03-19 20:13:48.053757,38.0,False,Los Angeles,CA
125578,EVT00125579,LOAD00062790,TRIP00062790,Pickup,FAC00030,2026-03-18 14:00:00.000000,2026-03-18 13:28:05.417211,0.0,True,Kansas City,MO
125579,EVT00125580,LOAD00062790,TRIP00062790,Delivery,FAC00001,2026-03-19 05:46:05.417211,2026-03-19 10:52:41.567363,25.0,False,Atlanta,GA
125580,EVT00125581,LOAD00062791,TRIP00062791,Pickup,FAC00017,2026-03-18 10:00:00.000000,2026-03-18 08:43:01.061004,25.0,True,Seattle,WA
125581,EVT00125582,LOAD00062791,TRIP00062791,Delivery,FAC00017,2026-03-20 04:07:01.061004,2026-03-20 06:45:22.958978,65.0,False,Charlotte,NC
125582,EVT00125583,LOAD00062792,TRIP00062792,Pickup,FAC00013,2026-03-18 15:00:00.000000,2026-03-18 14:39:30.517744,0.0,True,Las Vegas,NV
125583,EVT00125584,LOAD00062792,TRIP00062792,Delivery,FAC00009,2026-03-19 11:45:30.517744,2026-03-19 11:37:52.068533,114.0,True,Kansas City,MO
125584,EVT00125585,LOAD00062793,TRIP00062793,Pickup,FAC00021,2026-03-18 13:00:00.000000,2026-03-18 13:12:21.330178,0.0,True,Charlotte,NC
125585,EVT00125586,LOAD00062793,TRIP00062793,Delivery,FAC00003,2026-03-20 17:24:21.330178,,,,Portland,OR
125586,EVT00125587,LOAD00062794,TRIP00062794,Pickup,FAC00037,2026-03-18 16:00:00.000000,2026-03-18 16:07:08.263965,108.0,True,Phoenix,AZ
125587,EVT00125588,LOAD00062794,TRIP00062794,Delivery,FAC00046,2026-03-19 02:55:08.263965,2026-03-19 01:01:47.064735,152.0,True,Denver,CO
125588,EVT00125589,LOAD00062795,TRIP00062795,Pickup,FAC00027,2026-03-18 11:00:00.000000,2026-03-18 09:28:05.986716,155.0,True,Miami,FL
125589,EVT00125590,LOAD00062795,TRIP00062795,Delivery,FAC00025,2026-03-19 07:52:05.986716,2026-03-19 10:01:16.673069,177.0,False,Dallas,TX
125590,EVT00125591,LOAD00062796,TRIP00062796,Pickup,FAC00043,2026-03-18 06:00:00.000000,2026-03-18 06:56:07.168055,179.0,True,Memphis,TN
125591,EVT00125592,LOAD00062796,TRIP00062796,Delivery,FAC00047,2026-03-19 14:56:07.168055,2026-03-19 15:00:59.361674,210.0,True,Los Angeles,CA
125592,EVT00125593,LOAD00062797,TRIP00062797,Pickup,FAC00050,2026-03-18 12:00:00.000000,2026-03-18 15:56:11.697021,39.0,False,Minneapolis,MN
125593,EVT00125594,LOAD00062797,TRIP00062797,Delivery,FAC00045,2026-03-19 13:26:11.697021,2026-03-19 12:13:14.740048,119.0,True,Houston,TX
125594,EVT00125595,LOAD00062798,TRIP00062798,Pickup,FAC00008,2026-03-18 16:00:00.000000,2026-03-18 19:14:06.815165,138.0,False,Philadelphia,PA
125595,EVT00125596,LOAD00062798,TRIP00062798,Delivery,FAC00016,2026-03-21 02:44:06.815165,,,,Seattle,WA
125596,EVT00125597,LOAD00062799,TRIP00062799,Pickup,FAC00044,2026-03-18 15:00:00.000000,2026-03-18 18:50:02.243929,178.0,False,Portland,OR
125597,EVT00125598,LOAD00062799,TRIP00062799,Delivery,FAC00031,2026-03-20 09:20:02.243929,2026-03-20 10:33:49.235474,57.0,True,Columbus,OH
125598,EVT00125599,LOAD00062800,TRIP00062800,Pickup,FAC00020,2026-03-18 18:00:00.000000,2026-03-18 17:48:26.877314,33.0,True,Atlanta,GA
125599,EVT00125600,LOAD00062800,TRIP00062800,Delivery,FAC00030,2026-03-19 05:30:26.877314,2026-03-19 03:01:01.728587,149.0,False,Miami,FL
125600,EVT00125601,LOAD00062801,TRIP00062801,Pickup,FAC00037,2026-03-18 18:00:00.000000,2026-03-18 21:28:42.904487,12.0,False,Philadelphia,PA
125601,EVT00125602,LOAD00062801,TRIP00062801,Delivery,FAC00050,2026-03-19 15:10:42.904487,2026-03-19 20:18:28.863531,225.0,False,Minneapolis,MN
125602,EVT00125603,LOAD00062802,TRIP00062802,Pickup,FAC00048,2026-03-18 18:00:00.000000,2026-03-18 16:02:25.165076,169.0,True,Detroit,MI
125603,EVT00125604,LOAD00062802,TRIP00062802,Delivery,FAC00013,2026-03-19 14:26:25.165076,2026-03-19 17:14:02.909619,197.0,False,Houston,TX
125604,EVT00125605,LOAD00062803,TRIP00062803,Pickup,FAC00025,2026-03-18 15:00:00.000000,2026-03-18 16:06:08.691618,170.0,True,Phoenix,AZ
125605,EVT00125606,LOAD00062803,TRIP00062803,Delivery,FAC00031,2026-03-19 13:12:08.691618,2026-03-19 12:22:05.655745,203.0,True,Kansas City,MO
125606,EVT00125607,LOAD00062804,TRIP00062804,Pickup,FAC00034,2026-03-18 12:00:00.000000,2026-03-18 10:03:45.801032,16.0,True,Columbus,OH
125607,EVT00125608,LOAD00062804,TRIP00062804,Delivery,FAC00005,2026-03-18 18:21:45.801032,2026-03-18 22:25:08.288809,93.0,False,Philadelphia,PA
125608,EVT00125609,LOAD00062805,TRIP00062805,Pickup,FAC00038,2026-03-18 12:00:00.000000,2026-03-18 12:27:58.927484,0.0,True,Las Vegas,NV
125609,EVT00125610,LOAD00062805,TRIP00062805,Delivery,FAC00020,2026-03-18 16:51:58.927484,2026-03-18 17:57:15.460534,124.0,True,Los Angeles,CA
125610,EVT00125611,LOAD00062806,TRIP00062806,Pickup,FAC00001,2026-03-18 08:00:00.000000,2026-03-18 08:40:43.007273,154.0,True,Phoenix,AZ
125611,EVT00125612,LOAD00062806,TRIP00062806,Delivery,FAC00032,2026-03-18 20:34:43.007273,2026-03-18 18:43:01.450429,44.0,True,Denver,CO
125612,EVT00125613,LOAD00062807,TRIP00062807,Pickup,FAC00012,2026-03-18 12:00:00.000000,2026-03-18 11:02:03.657405,154.0,True,Columbus,OH
125613,EVT00125614,LOAD00062807,TRIP00062807,Delivery,FAC00038,2026-03-19 01:02:03.657405,2026-03-18 23:47:36.659062,196.0,True,Kansas City,MO
125614,EVT00125615,LOAD00062808,TRIP00062808,Pickup,FAC00049,2026-03-18 15:00:00.000000,2026-03-18 13:18:02.000626,36.0,True,Charlotte,NC
125615,EVT00125616,LOAD00062808,TRIP00062808,Delivery,FAC00011,2026-03-20 08:12:02.000626,2026-03-20 06:33:37.475532,53.0,True,Portland,OR
125616,EVT00125617,LOAD00062809,TRIP00062809,Pickup,FAC00028,2026-03-18 07:00:00.000000,2026-03-18 09:49:23.093510,0.0,False,Charlotte,NC
125617,EVT00125618,LOAD00062809,TRIP00062809,Delivery,FAC00048,2026-03-20 13:31:23.093510,2026-03-20 14:18:46.160732,129.0,True,Portland,OR
125618,EVT00125619,LOAD00062810,TRIP00062810,Pickup,FAC00036,2026-03-18 12:00:00.000000,2026-03-18 15:22:08.247569,33.0,False,Miami,FL
125619,EVT00125620,LOAD00062810,TRIP00062810,Delivery,FAC00024,2026-03-20 03:34:08.247569,2026-03-20 06:18:39.688420,122.0,False,Denver,CO
125620,EVT00125621,LOAD00062811,TRIP00062811,Pickup,FAC00043,2026-03-18 07:00:00.000000,2026-03-18 09:28:15.681223,49.0,False,Atlanta,GA
125621,EVT00125622,LOAD00062811,TRIP00062811,Delivery,FAC00033,2026-03-18 20:10:15.681223,2026-03-19 01:14:21.644392,83.0,False,Chicago,IL
125622,EVT00125623,LOAD00062812,TRIP00062812,Pickup,FAC00007,2026-03-18 17:00:00.000000,2026-03-18 15:33:06.425647,110.0,True,Philadelphia,PA
125623,EVT00125624,LOAD00062812,TRIP00062812,Delivery,FAC00020,2026-03-19 05:09:06.425647,2026-03-19 10:50:04.226445,200.0,False,Indianapolis,IN
125624,EVT00125625,LOAD00062813,TRIP00062813,Pickup,FAC00018,2026-03-18 12:00:00.000000,2026-03-18 15:42:17.882401,23.0,False,Chicago,IL
125625,EVT00125626,LOAD00062813,TRIP00062813,Delivery,FAC00030,2026-03-19 23:06:17.882401,2026-03-19 23:45:02.235674,0.0,True,Las Vegas,NV
125626,EVT00125627,LOAD00062814,TRIP00062814,Pickup,FAC00025,2026-03-18 13:00:00.000000,2026-03-18 14:22:18.615899,30.0,True,Las Vegas,NV
125627,EVT00125628,LOAD00062814,TRIP00062814,Delivery,FAC00011,2026-03-18 18:52:18.615899,2026-03-18 22:14:34.410333,97.0,False,Los Angeles,CA
125628,EVT00125629,LOAD00062815,TRIP00062815,Pickup,FAC00011,2026-03-18 12:00:00.000000,2026-03-18 15:35:37.599040,59.0,False,Kansas City,MO
125629,EVT00125630,LOAD00062815,TRIP00062815,Delivery,FAC00019,2026-03-19 06:53:37.599040,2026-03-19 11:43:25.585976,104.0,False,Charlotte,NC
125630,EVT00125631,LOAD00062816,TRIP00062816,Pickup,FAC00019,2026-03-18 15:00:00.000000,2026-03-18 14:14:17.546592,61.0,True,Seattle,WA
125631,EVT00125632,LOAD00062816,TRIP00062816,Delivery,FAC00008,2026-03-20 00:20:17.546592,2026-03-20 05:47:45.914056,64.0,False,Indianapolis,IN
125632,EVT00125633,LOAD00062817,TRIP00062817,Pickup,FAC00038,2026-03-18 07:00:00.000000,2026-03-18 05:48:53.988646,0.0,True,Atlanta,GA
125633,EVT00125634,LOAD00062817,TRIP00062817,Delivery,FAC00047,2026-03-18 18:00:53.988646,2026-03-18 23:54:54.028304,101.0,False,Chicago,IL
125634,EVT00125635,LOAD00062818,TRIP00062818,Pickup,FAC00042,2026-03-18 18:00:00.000000,2026-03-18 17:52:22.879581,174.0,True,Chicago,IL
125635,EVT00125636,LOAD00062818,TRIP00062818,Delivery,FAC00021,2026-03-19 06:52:22.879581,2026-03-19 03:53:40.832945,220.0,False,Charlotte,NC
125636,EVT00125637,LOAD00062819,TRIP00062819,Pickup,FAC00040,2026-03-18 16:00:00.000000,2026-03-18 14:51:16.516691,24.0,True,Dallas,TX
125637,EVT00125638,LOAD00062819,TRIP00062819,Delivery,FAC00025,2026-03-19 20:45:16.516691,2026-03-19 20:10:56.428939,48.0,True,New York,NY
125638,EVT00125639,LOAD00062820,TRIP00062820,Pickup,FAC00025,2026-03-18 17:00:00.000000,2026-03-18 19:33:28.168891,172.0,False,Charlotte,NC
125639,EVT00125640,LOAD00062820,TRIP00062820,Delivery,FAC00026,2026-03-21 00:03:28.168891,,,,Portland,OR
125640,EVT00125641,LOAD00062821,TRIP00062821,Pickup,FAC00044,2026-03-18 15:00:00.000000,2026-03-18 17:31:32.734544,0.0,False,Charlotte,NC
125641,EVT00125642,LOAD00062821,TRIP00062821,Delivery,FAC00015,2026-03-19 05:01:32.734544,2026-03-19 05:51:54.344781,13.0,True,Memphis,TN
125642,EVT00125643,LOAD00062822,TRIP00062822,Pickup,FAC00028,2026-03-18 08:00:00.000000,2026-03-18 10:19:19.276979,94.0,False,Philadelphia,PA
125643,EVT00125644,LOAD00062822,TRIP00062822,Delivery,FAC00008,2026-03-18 12:01:19.276979,2026-03-18 09:02:28.755806,13.0,False,New York,NY
125644,EVT00125645,LOAD00062823,TRIP00062823,Pickup,FAC00016,2026-03-18 08:00:00.000000,2026-03-18 07:57:10.680832,0.0,True,Portland,OR
125645,EVT00125646,LOAD00062823,TRIP00062823,Delivery,FAC00027,2026-03-18 11:15:10.680832,2026-03-18 10:21:08.374535,137.0,True,Seattle,WA
125646,EVT00125647,LOAD00062824,TRIP00062824,Pickup,FAC00009,2026-03-18 15:00:00.000000,2026-03-18 18:54:03.184402,109.0,False,Portland,OR
125647,EVT00125648,LOAD00062824,TRIP00062824,Delivery,FAC00020,2026-03-18 21:54:03.184402,2026-03-19 00:48:08.213454,0.0,False,Seattle,WA
125648,EVT00125649,LOAD00062825,TRIP00062825,Pickup,FAC00026,2026-03-18 06:00:00.000000,2026-03-18 08:43:15.980265,117.0,False,Atlanta,GA
125649,EVT00125650,LOAD00062825,TRIP00062825,Delivery,FAC00041,2026-03-18 20:43:15.980265,2026-03-18 17:45:57.723548,77.0,False,Miami,FL
